ColleraID,PK,Collera,Ubicacion,Km_Desde,Km_Hasta
41-24,41,24,Recta,41.276,41.288
41-25,41,25,Recta,41.288,41.3
41-26,41,26,Recta,41.3,41.312
41-27,41,27,Recta,41.312,41.324
41-28,41,28,Recta,41.324,41.336
41-29,41,29,Recta,41.336,41.348
41-30,41,30,Recta,41.348,41.36
41-31,41,31,Recta,41.36,41.372
41-32,41,32,Recta,41.372,41.384
41-33,41,33,Recta,41.384,41.396
41-34,41,34,Recta,41.396,41.408
41-35,41,35,Recta,41.408,41.42
41-36,41,36,Recta,41.42,41.432
41-37,41,37,Recta,41.432,41.444
41-38,41,38,Recta,41.444,41.456
41-39,41,39,Recta,41.456,41.468
41-40,41,40,Recta,41.468,41.48
41-41,41,41,Recta,41.48,41.492
41-42,41,42,Recta,41.492,41.504
41-43,41,43,Recta,41.504,41.516
41-44,41,44,Recta,41.516,41.528
41-45,41,45,Recta,41.528,41.54
41-46,41,46,Recta,41.54,41.552
41-47,41,47,Recta,41.552,41.564
41-48,41,48,Recta,41.564,41.576
41-49,41,49,Recta,41.576,41.588
41-50,41,50,Recta,41.588,41.6
41-51,41,51,Recta,41.6,41.612
41-52,41,52,Recta,41.612,41.624
41-53,41,53,Recta,41.624,41.636
41-54,41,54,Recta,41.636,41.648
41-55,41,55,Recta,41.648,41.66
41-56,41,56,Recta,41.66,41.672
41-57,41,57,Recta,41.672,41.684
41-58,41,58,Recta,41.684,41.696
41-59,41,59,Recta,41.696,41.708
41-60,41,60,Recta,41.708,41.72
41-61,41,61,Recta,41.72,41.732
41-62,41,62,Recta,41.732,41.744
41-63,41,63,Recta,41.744,41.756
41-64,41,64,Recta,41.756,41.768
41-65,41,65,Recta,41.768,41.78
41-66,41,66,Recta,41.78,41.792
41-67,41,67,Recta,41.792,41.804
41-68,41,68,Recta,41.804,41.816
41-69,41,69,Recta,41.816,41.828
41-70,41,70,Recta,41.828,41.84
41-71,41,71,Recta,41.84,41.852
41-72,41,72,Recta,41.852,41.864
41-73,41,73,Recta,41.864,41.876
41-74,41,74,Recta,41.876,41.888
41-75,41,75,Recta,41.888,41.9
41-76,41,76,Recta,41.9,41.912
41-77,41,77,Recta,41.912,41.924
41-78,41,78,Recta,41.924,41.936
41-79,41,79,Recta,41.936,41.948
41-80,41,80,Recta,41.948,41.96
41-81,41,81,Recta,41.96,41.972
41-82,41,82,Recta,41.972,41.984
41-83,41,83,Recta,41.984,41.996
41-84,41,84,Recta,41.996,42.008
42-1,42,1,Recta,42.0,42.012
42-2,42,2,Recta,42.012,42.024
42-3,42,3,Recta,42.024,42.036
42-4,42,4,Recta,42.036,42.048
42-5,42,5,Recta,42.048,42.06
42-6,42,6,Recta,42.06,42.072
42-7,42,7,Recta,42.072,42.084
42-8,42,8,Recta,42.084,42.096
42-9,42,9,Recta,42.096,42.108
42-10,42,10,Recta,42.108,42.12
42-11,42,11,Recta,42.12,42.132
42-12,42,12,Recta,42.132,42.144
42-13,42,13,Recta,42.144,42.156
42-14,42,14,Recta,42.156,42.168
42-15,42,15,Recta,42.168,42.18
42-16,42,16,Recta,42.18,42.192
42-17,42,17,Recta,42.192,42.204
42-18,42,18,Recta,42.204,42.216
42-19,42,19,Recta,42.216,42.228
42-20,42,20,Recta,42.228,42.24
42-21,42,21,Recta,42.24,42.252
42-22,42,22,Recta,42.252,42.264
42-23,42,23,Recta,42.264,42.276
42-24,42,24,Recta,42.276,42.288
42-25,42,25,Recta,42.288,42.3
42-26,42,26,Recta,42.3,42.312
42-27,42,27,Recta,42.312,42.324
42-28,42,28,Recta,42.324,42.336
42-29,42,29,Recta,42.336,42.348
42-30,42,30,Recta,42.348,42.36
42-31,42,31,Recta,42.36,42.372
42-32,42,32,Recta,42.372,42.384
42-33,42,33,Recta,42.384,42.396
42-34,42,34,Recta,42.396,42.408
42-35,42,35,Recta,42.408,42.42
42-36,42,36,Recta,42.42,42.432
42-37,42,37,Recta,42.432,42.444
42-38,42,38,Recta,42.444,42.456
42-39,42,39,Recta,42.456,42.468
42-40,42,40,Recta,42.468,42.48
42-41,42,41,Recta,42.48,42.492
42-42,42,42,Recta,42.492,42.504
42-43,42,43,Recta,42.504,42.516
42-44,42,44,Recta,42.516,42.528
42-45,42,45,Recta,42.528,42.54
42-46,42,46,Recta,42.54,42.552
42-47,42,47,Recta,42.552,42.564
42-48,42,48,Recta,42.564,42.576
42-49,42,49,Recta,42.576,42.588
42-50,42,50,Recta,42.588,42.6
42-51,42,51,Recta,42.6,42.612
42-52,42,52,Recta,42.612,42.624
42-53,42,53,Recta,42.624,42.636
42-54,42,54,Recta,42.636,42.648
42-55,42,55,Recta,42.648,42.66
42-56,42,56,Recta,42.66,42.672
42-57,42,57,Recta,42.672,42.684
42-58,42,58,Recta,42.684,42.696
42-59,42,59,Recta,42.696,42.708
42-60,42,60,Recta,42.708,42.72
42-61,42,61,Recta,42.72,42.732
42-62,42,62,Recta,42.732,42.744
42-63,42,63,Recta,42.744,42.756
42-64,42,64,Recta,42.756,42.768
42-65,42,65,Recta,42.768,42.78
42-66,42,66,Recta,42.78,42.792
42-67,42,67,Recta,42.792,42.804
42-68,42,68,Recta,42.804,42.816
42-69,42,69,Recta,42.816,42.828
42-70,42,70,Recta,42.828,42.84
42-71,42,71,Recta,42.84,42.852
42-72,42,72,Recta,42.852,42.864
42-73,42,73,Recta,42.864,42.876
42-74,42,74,Recta,42.876,42.888
42-75,42,75,Recta,42.888,42.9
42-76,42,76,Recta,42.9,42.912
42-77,42,77,Recta,42.912,42.924
42-78,42,78,Recta,42.924,42.936
42-79,42,79,Recta,42.936,42.948
42-80,42,80,Recta,42.948,42.96
42-81,42,81,Recta,42.96,42.972
42-82,42,82,Recta,42.972,42.984
42-83,42,83,Recta,42.984,42.996
42-84,42,84,Recta,42.996,43.008
42-85,42,85,Recta,43.008,43.02
43-1,43,1,Recta,43.0,43.012
43-2,43,2,Recta,43.012,43.024
43-3,43,3,Recta,43.024,43.036
43-4,43,4,Recta,43.036,43.048
43-5,43,5,Recta,43.048,43.06
43-6,43,6,Recta,43.06,43.072
43-7,43,7,Recta,43.072,43.084
43-8,43,8,Recta,43.084,43.096
43-9,43,9,Recta,43.096,43.108
43-10,43,10,Recta,43.108,43.12
43-11,43,11,Recta,43.12,43.132
43-12,43,12,Recta,43.132,43.144
43-13,43,13,Recta,43.144,43.156
43-14,43,14,Recta,43.156,43.168
43-15,43,15,Recta,43.168,43.18
43-16,43,16,Recta,43.18,43.192
43-17,43,17,Recta,43.192,43.204
43-18,43,18,Recta,43.204,43.216
43-19,43,19,Recta,43.216,43.228
43-20,43,20,Recta,43.228,43.24
43-21,43,21,Recta,43.24,43.252
43-22,43,22,Recta,43.252,43.264
43-23,43,23,Recta,43.264,43.276
43-24,43,24,Recta,43.276,43.288
43-25,43,25,Recta,43.288,43.3
43-26,43,26,Recta,43.3,43.312
43-27,43,27,Recta,43.312,43.324
43-28,43,28,Recta,43.324,43.336
43-29,43,29,Recta,43.336,43.348
43-30,43,30,Recta,43.348,43.36
43-31,43,31,Recta,43.36,43.372
43-32,43,32,Recta,43.372,43.384
43-33,43,33,Recta,43.384,43.396
43-34,43,34,Recta,43.396,43.408
43-35,43,35,Recta,43.408,43.42
43-36,43,36,Recta,43.42,43.432
43-37,43,37,Recta,43.432,43.444
43-38,43,38,Recta,43.444,43.456
43-39,43,39,Recta,43.456,43.468
43-40,43,40,Recta,43.468,43.48
43-41,43,41,Recta,43.48,43.492
43-42,43,42,Recta,43.492,43.504
43-43,43,43,Recta,43.504,43.516
43-44,43,44,Recta,43.516,43.528
43-45,43,45,Recta,43.528,43.54
43-46,43,46,Recta,43.54,43.552
43-47,43,47,Recta,43.552,43.564
43-48,43,48,Recta,43.564,43.576
43-49,43,49,Recta,43.576,43.588
43-50,43,50,Recta,43.588,43.6
43-51,43,51,Recta,43.6,43.612
43-52,43,52,Recta,43.612,43.624
43-53,43,53,Recta,43.624,43.636
43-54,43,54,Recta,43.636,43.648
43-55,43,55,Recta,43.648,43.66
43-56,43,56,Recta,43.66,43.672
43-57,43,57,Recta,43.672,43.684
43-58,43,58,Recta,43.684,43.696
43-59,43,59,Recta,43.696,43.708
43-60,43,60,Recta,43.708,43.72
43-61,43,61,Recta,43.72,43.732
43-62,43,62,Recta,43.732,43.744
43-63,43,63,Recta,43.744,43.756
43-64,43,64,Recta,43.756,43.768
43-65,43,65,Recta,43.768,43.78
43-66,43,66,Recta,43.78,43.792
43-67,43,67,Recta,43.792,43.804
43-68,43,68,Recta,43.804,43.816
43-69,43,69,Recta,43.816,43.828
43-70,43,70,Recta,43.828,43.84
43-71,43,71,Recta,43.84,43.852
43-72,43,72,Recta,43.852,43.864
43-73,43,73,Recta,43.864,43.876
43-74,43,74,Recta,43.876,43.888
43-75,43,75,Recta,43.888,43.9
43-76,43,76,Recta,43.9,43.912
43-77,43,77,Recta,43.912,43.924
43-78,43,78,Recta,43.924,43.936
43-79,43,79,Recta,43.936,43.948
43-80,43,80,Recta,43.948,43.96
43-81,43,81,Recta,43.96,43.972
43-82,43,82,Recta,43.972,43.984
43-83,43,83,Recta,43.984,43.996
43-84,43,84,Recta,43.996,44.008
44-1,44,1,Recta,44.0,44.012
44-2,44,2,Recta,44.012,44.024
44-3,44,3,Recta,44.024,44.036
44-4,44,4,Recta,44.036,44.048
44-5,44,5,Recta,44.048,44.06
44-6,44,6,Recta,44.06,44.072
44-7,44,7,Recta,44.072,44.084
44-8,44,8,Recta,44.084,44.096
44-9,44,9,Recta,44.096,44.108
44-10,44,10,Recta,44.108,44.12
44-11,44,11,Recta,44.12,44.132
44-12,44,12,Recta,44.132,44.144
44-13,44,13,Recta,44.144,44.156
44-14,44,14,Recta,44.156,44.168
44-15,44,15,Recta,44.168,44.18
44-16,44,16,Recta,44.18,44.192
44-17,44,17,Recta,44.192,44.204
44-18,44,18,Recta,44.204,44.216
44-19,44,19,Recta,44.216,44.228
44-20,44,20,Recta,44.228,44.24
44-21,44,21,Recta,44.24,44.252
44-22,44,22,Recta,44.252,44.264
44-23,44,23,Recta,44.264,44.276
44-24,44,24,Recta,44.276,44.288
44-25,44,25,Recta,44.288,44.3
44-26,44,26,Recta,44.3,44.312
44-27,44,27,Recta,44.312,44.324
44-28,44,28,Recta,44.324,44.336
44-29,44,29,Recta,44.336,44.348
44-30,44,30,Recta,44.348,44.36
44-31,44,31,Recta,44.36,44.372
44-32,44,32,Recta,44.372,44.384
44-33,44,33,Recta,44.384,44.396
44-34,44,34,Recta,44.396,44.408
44-35,44,35,Recta,44.408,44.42
44-36,44,36,Recta,44.42,44.432
44-37,44,37,Recta,44.432,44.444
44-38,44,38,Recta,44.444,44.456
44-39,44,39,Recta,44.456,44.468
44-40,44,40,Recta,44.468,44.48
44-41,44,41,Recta,44.48,44.492
44-42,44,42,Recta,44.492,44.504
44-43,44,43,Recta,44.504,44.516
44-44,44,44,Recta,44.516,44.528
44-45,44,45,Recta,44.528,44.54
44-46,44,46,Recta,44.54,44.552
44-47,44,47,Recta,44.552,44.564
44-48,44,48,Recta,44.564,44.576
44-49,44,49,Recta,44.576,44.588
44-50,44,50,Recta,44.588,44.6
44-51,44,51,Recta,44.6,44.612
44-52,44,52,Recta,44.612,44.624
44-53,44,53,Recta,44.624,44.636
44-54,44,54,Recta,44.636,44.648
44-55,44,55,Recta,44.648,44.66
44-56,44,56,Recta,44.66,44.672
44-57,44,57,Recta,44.672,44.684
44-58,44,58,Recta,44.684,44.696
44-59,44,59,Recta,44.696,44.708
44-60,44,60,Recta,44.708,44.72
44-61,44,61,Recta,44.72,44.732
44-62,44,62,Recta,44.732,44.744
44-63,44,63,Recta,44.744,44.756
44-64,44,64,Recta,44.756,44.768
44-65,44,65,Recta,44.768,44.78
44-66,44,66,Recta,44.78,44.792
44-67,44,67,Recta,44.792,44.804
44-68,44,68,Recta,44.804,44.816
44-69,44,69,Recta,44.816,44.828
44-70,44,70,Recta,44.828,44.84
44-71,44,71,Recta,44.84,44.852
44-72,44,72,Recta,44.852,44.864
44-73,44,73,Recta,44.864,44.876
44-74,44,74,Recta,44.876,44.888
44-75,44,75,Recta,44.888,44.9
44-76,44,76,Recta,44.9,44.912
44-77,44,77,Recta,44.912,44.924
44-78,44,78,Recta,44.924,44.936
44-79,44,79,Recta,44.936,44.948
44-80,44,80,Recta,44.948,44.96
44-81,44,81,Recta,44.96,44.972
44-82,44,82,Recta,44.972,44.984
45-1,45,1,Recta,45.0,45.012
45-2,45,2,Recta,45.012,45.024
45-3,45,3,Recta,45.024,45.036
45-4,45,4,Recta,45.036,45.048
45-5,45,5,Recta,45.048,45.06
45-6,45,6,Recta,45.06,45.072
45-7,45,7,Recta,45.072,45.084
45-8,45,8,Recta,45.084,45.096
45-9,45,9,Recta,45.096,45.108
45-10,45,10,Recta,45.108,45.12
45-11,45,11,Recta,45.12,45.132
45-12,45,12,Recta,45.132,45.144
45-13,45,13,Recta,45.144,45.156
45-14,45,14,Recta,45.156,45.168
45-15,45,15,Recta,45.168,45.18
45-16,45,16,Recta,45.18,45.192
45-17,45,17,Recta,45.192,45.204
45-18,45,18,Recta,45.204,45.216
45-19,45,19,Recta,45.216,45.228
45-20,45,20,Recta,45.228,45.24
45-21,45,21,Recta,45.24,45.252
45-22,45,22,Recta,45.252,45.264
45-23,45,23,Recta,45.264,45.276
45-24,45,24,Recta,45.276,45.288
45-25,45,25,Recta,45.288,45.3
45-26,45,26,Recta,45.3,45.312
45-27,45,27,Recta,45.312,45.324
45-28,45,28,Recta,45.324,45.336
45-29,45,29,Recta,45.336,45.348
45-30,45,30,Recta,45.348,45.36
45-31,45,31,Recta,45.36,45.372
45-32,45,32,Recta,45.372,45.384
45-33,45,33,Recta,45.384,45.396
45-34,45,34,Recta,45.396,45.408
45-35,45,35,Recta,45.408,45.42
45-36,45,36,Recta,45.42,45.432
45-37,45,37,Recta,45.432,45.444
45-38,45,38,Recta,45.444,45.456
45-39,45,39,Recta,45.456,45.468
45-40,45,40,Recta,45.468,45.48
45-41,45,41,Recta,45.48,45.492
45-42,45,42,Recta,45.492,45.504
45-43,45,43,Recta,45.504,45.516
45-44,45,44,Recta,45.516,45.528
45-45,45,45,Recta,45.528,45.54
45-47,45,47,Recta,45.54,45.552
45-48,45,48,Recta,45.552,45.564
45-49,45,49,Recta,45.564,45.576
45-50,45,50,Recta,45.576,45.588
45-51,45,51,Recta,45.588,45.6
45-52,45,52,Recta,45.6,45.612
45-53,45,53,Recta,45.612,45.624
45-54,45,54,Recta,45.624,45.636
45-55,45,55,Recta,45.636,45.648
45-56,45,56,Recta,45.648,45.66
45-57,45,57,Recta,45.66,45.672
45-58,45,58,Recta,45.672,45.684
45-59,45,59,Recta,45.684,45.696
45-60,45,60,Recta,45.696,45.708
45-61,45,61,Recta,45.708,45.72
45-63,45,63,Recta,45.72,45.732
45-64,45,64,Recta,45.732,45.744
45-65,45,65,Recta,45.744,45.756
45-66,45,66,Recta,45.756,45.768
45-67,45,67,Recta,45.768,45.78
45-68,45,68,Recta,45.78,45.792
45-69,45,69,Recta,45.792,45.804
45-70,45,70,Recta,45.804,45.816
45-71,45,71,Recta,45.816,45.828
45-72,45,72,Recta,45.828,45.84
45-73,45,73,Recta,45.84,45.852
45-74,45,74,Recta,45.852,45.864
45-75,45,75,Recta,45.864,45.876
45-76,45,76,Recta,45.876,45.888
45-77,45,77,Recta,45.888,45.9
45-78,45,78,Recta,45.9,45.912
45-79,45,79,Recta,45.912,45.924
45-80,45,80,Recta,45.924,45.936
45-81,45,81,Recta,45.936,45.948
45-82,45,82,Recta,45.948,45.96
45-83,45,83,Recta,45.96,45.972
45-84,45,84,Recta,45.972,45.984
46-1,46,1,Recta,46.0,46.012
46-2,46,2,Recta,46.012,46.024
46-3,46,3,Recta,46.024,46.036
46-4,46,4,Recta,46.036,46.048
46-5,46,5,Recta,46.048,46.06
46-6,46,6,Recta,46.06,46.072
46-7,46,7,Recta,46.072,46.084
46-8,46,8,Recta,46.084,46.096
46-9,46,9,Recta,46.096,46.108
46-10,46,10,Recta,46.108,46.12
46-11,46,11,Recta,46.12,46.132
46-12,46,12,Recta,46.132,46.144
