ColleraID,PK,Collera,Ubicacion,Km_Desde,Km_Hasta
54-25,54,25,Recta,54.288,54.3
54-26,54,26,Recta,54.3,54.312
54-27,54,27,Recta,54.312,54.324
54-28,54,28,Recta,54.324,54.336
54-29,54,29,Recta,54.336,54.348
54-30,54,30,Recta,54.348,54.36
54-31,54,31,Recta,54.36,54.372
54-32,54,32,Recta,54.372,54.384
54-33,54,33,Recta,54.384,54.396
54-34,54,34,Recta,54.396,54.408
54-35,54,35,Recta,54.408,54.42
54-36,54,36,Recta,54.42,54.432
54-37,54,37,Recta,54.432,54.444
54-38,54,38,Recta,54.444,54.456
54-39,54,39,Recta,54.456,54.468
54-40,54,40,Recta,54.468,54.48
54-41,54,41,Recta,54.48,54.492
54-42,54,42,Recta,54.492,54.504
54-43,54,43,Recta,54.504,54.516
54-44,54,44,Recta,54.516,54.528
54-45,54,45,Recta,54.528,54.54
54-46,54,46,Recta,54.54,54.552
54-47,54,47,Recta,54.552,54.564
54-48,54,48,Recta,54.564,54.576
54-49,54,49,Recta,54.576,54.588
54-50,54,50,Recta,54.588,54.6
54-51,54,51,Recta,54.6,54.612
54-52,54,52,Recta,54.612,54.624
54-53,54,53,Recta,54.624,54.636
54-54,54,54,Recta,54.636,54.648
54-55,54,55,Recta,54.648,54.66
54-56,54,56,Recta,54.66,54.672
54-57,54,57,Recta,54.672,54.684
54-58,54,58,Recta,54.684,54.696
54-59,54,59,Recta,54.696,54.708
54-60,54,60,Recta,54.708,54.72
54-61,54,61,Recta,54.72,54.732
54-62,54,62,Recta,54.732,54.744
54-63,54,63,Recta,54.744,54.756
54-64,54,64,Recta,54.756,54.768
54-65,54,65,Recta,54.768,54.78
54-66,54,66,Recta,54.78,54.792
54-67,54,67,Recta,54.792,54.804
54-68,54,68,Recta,54.804,54.816
54-69,54,69,Recta,54.816,54.828
54-70,54,70,Recta,54.828,54.84
54-71,54,71,Recta,54.84,54.852
54-72,54,72,Recta,54.852,54.864
54-73,54,73,Recta,54.864,54.876
54-74,54,74,Recta,54.876,54.888
54-75,54,75,Recta,54.888,54.9
54-76,54,76,Recta,54.9,54.912
54-77,54,77,Recta,54.912,54.924
54-78,54,78,Recta,54.924,54.936
54-79,54,79,Recta,54.936,54.948
54-80,54,80,Recta,54.948,54.96
54-81,54,81,Recta,54.96,54.972
54-82,54,82,Recta,54.972,54.984
55-1,55,1,Recta,55.0,55.012
55-2,55,2,Recta,55.012,55.024
55-3,55,3,Recta,55.024,55.036
55-4,55,4,Recta,55.036,55.048
55-5,55,5,Recta,55.048,55.06
55-6,55,6,Recta,55.06,55.072
55-7,55,7,Recta,55.072,55.084
55-8,55,8,Recta,55.084,55.096
55-9,55,9,Recta,55.096,55.108
55-10,55,10,Recta,55.108,55.12
55-11,55,11,Recta,55.12,55.132
55-12,55,12,Recta,55.132,55.144
55-13,55,13,Recta,55.144,55.156
55-14,55,14,Recta,55.156,55.168
55-15,55,15,Recta,55.168,55.18
55-16,55,16,Recta,55.18,55.192
55-17,55,17,Recta,55.192,55.204
55-18,55,18,Recta,55.204,55.216
55-19,55,19,Recta,55.216,55.228
55-20,55,20,Recta,55.228,55.24
55-21,55,21,Recta,55.24,55.252
55-22,55,22,Recta,55.252,55.264
55-23,55,23,Recta,55.264,55.276
55-24,55,24,Recta,55.276,55.288
55-25,55,25,Recta,55.288,55.3
55-26,55,26,Recta,55.3,55.312
55-27,55,27,Recta,55.312,55.324
55-28,55,28,Recta,55.324,55.336
55-29,55,29,Recta,55.336,55.348
55-30,55,30,Recta,55.348,55.36
55-31,55,31,Recta,55.36,55.372
55-32,55,32,Recta,55.372,55.384
55-33,55,33,Recta,55.384,55.396
55-34,55,34,Recta,55.396,55.408
55-35,55,35,Recta,55.408,55.42
55-36,55,36,Recta,55.42,55.432
55-37,55,37,Recta,55.432,55.444
55-38,55,38,Recta,55.444,55.456
55-39,55,39,Recta,55.456,55.468
55-40,55,40,Recta,55.468,55.48
55-41,55,41,Recta,55.48,55.492
55-42,55,42,Recta,55.492,55.504
55-43,55,43,Recta,55.504,55.516
55-44,55,44,Recta,55.516,55.528
55-45,55,45,Recta,55.528,55.54
55-46,55,46,Recta,55.54,55.552
55-47,55,47,Recta,55.552,55.564
55-48,55,48,Recta,55.564,55.576
55-49,55,49,Recta,55.576,55.588
55-50,55,50,Recta,55.588,55.6
55-51,55,51,Recta,55.6,55.612
55-52,55,52,Recta,55.612,55.624
55-53,55,53,Recta,55.624,55.636
55-54,55,54,Recta,55.636,55.648
55-55,55,55,Recta,55.648,55.66
55-56,55,56,Recta,55.66,55.672
55-57,55,57,Recta,55.672,55.684
55-58,55,58,Recta,55.684,55.696
55-59,55,59,Recta,55.696,55.708
55-60,55,60,Recta,55.708,55.72
55-61,55,61,Recta,55.72,55.732
55-62,55,62,Recta,55.732,55.744
55-63,55,63,Recta,55.744,55.756
55-64,55,64,Recta,55.756,55.768
55-65,55,65,Recta,55.768,55.78
55-66,55,66,Recta,55.78,55.792
55-67,55,67,Recta,55.792,55.804
55-68,55,68,Recta,55.804,55.816
55-69,55,69,Recta,55.816,55.828
55-70,55,70,Recta,55.828,55.84
55-71,55,71,Recta,55.84,55.852
55-72,55,72,Recta,55.852,55.864
55-73,55,73,Recta,55.864,55.876
55-74,55,74,Recta,55.876,55.888
55-75,55,75,Recta,55.888,55.9
55-76,55,76,Recta,55.9,55.912
55-77,55,77,Recta,55.912,55.924
55-78,55,78,Recta,55.924,55.936
55-79,55,79,Recta,55.936,55.948
55-80,55,80,Recta,55.948,55.96
55-81,55,81,Recta,55.96,55.972
55-82,55,82,Recta,55.972,55.984
55-83,55,83,Recta,55.984,55.996
55-84,55,84,Recta,55.996,56.008
56-1,56,1,Recta,56.0,56.012
56-2,56,2,Recta,56.012,56.024
56-3,56,3,Recta,56.024,56.036
56-4,56,4,Recta,56.036,56.048
56-5,56,5,Recta,56.048,56.06
56-6,56,6,Recta,56.06,56.072
56-7,56,7,Recta,56.072,56.084
56-8,56,8,Recta,56.084,56.096
56-9,56,9,Recta,56.096,56.108
56-10,56,10,Recta,56.108,56.12
56-11,56,11,Recta,56.12,56.132
56-12,56,12,Recta,56.132,56.144
56-13,56,13,Recta,56.144,56.156
56-14,56,14,Recta,56.156,56.168
56-15,56,15,Recta,56.168,56.18
56-16,56,16,Recta,56.18,56.192
56-17,56,17,Recta,56.192,56.204
56-18,56,18,Recta,56.204,56.216
56-19,56,19,Recta,56.216,56.228
56-20,56,20,Recta,56.228,56.24
56-21,56,21,Recta,56.24,56.252
56-22,56,22,Recta,56.252,56.264
56-23,56,23,Recta,56.264,56.276
56-24,56,24,Recta,56.276,56.288
56-25,56,25,Recta,56.288,56.3
56-26,56,26,Recta,56.3,56.312
56-27,56,27,Recta,56.312,56.324
56-28,56,28,Recta,56.324,56.336
56-29,56,29,Recta,56.336,56.348
56-30,56,30,Recta,56.348,56.36
56-31,56,31,Recta,56.36,56.372
56-32,56,32,Recta,56.372,56.384
56-33,56,33,Recta,56.384,56.396
56-34,56,34,Recta,56.396,56.408
56-35,56,35,Recta,56.408,56.42
56-36,56,36,Recta,56.42,56.432
56-37,56,37,Recta,56.432,56.444
56-38,56,38,Principio Curva < 1000,56.444,56.456
56-39,56,39,Curva < 1000,56.456,56.468
56-40,56,40,Curva < 1000,56.468,56.48
56-41,56,41,Principio Curva Circular < 1000,56.48,56.492
56-42,56,42,Curva < 1000,56.492,56.504
56-43,56,43,Curva < 1000,56.504,56.516
56-44,56,44,Curva < 1000,56.516,56.528
56-45,56,45,Curva < 1000,56.528,56.54
56-46,56,46,Curva < 1000,56.54,56.552
56-47,56,47,Curva < 1000,56.552,56.564
56-48,56,48,Curva < 1000,56.564,56.576
56-49,56,49,Curva < 1000,56.576,56.588
56-50,56,50,Curva < 1000,56.588,56.6
56-51,56,51,Curva < 1000,56.6,56.612
56-52,56,52,Curva < 1000,56.612,56.624
56-53,56,53,Curva < 1000,56.624,56.636
56-54,56,54,Curva < 1000,56.636,56.648
56-55,56,55,Curva < 1000,56.648,56.66
56-56,56,56,Curva < 1000,56.66,56.672
56-57,56,57,Curva < 1000,56.672,56.684
56-58,56,58,Curva < 1000,56.684,56.696
56-59,56,59,Curva < 1000,56.696,56.708
56-60,56,60,Curva < 1000,56.708,56.72
56-61,56,61,Curva < 1000,56.72,56.732
56-62,56,62,Fin Curva Circular < 1000,56.732,56.744
56-63,56,63,Curva < 1000,56.744,56.756
56-64,56,64,Curva < 1000,56.756,56.768
56-65,56,65,Curva < 1000,56.768,56.78
56-66,56,66,Curva < 1000,56.78,56.792
56-67,56,67,Curva < 1000,56.792,56.804
56-68,56,68,Curva < 1000,56.804,56.816
56-69,56,69,Curva < 1000,56.816,56.828
56-70,56,70,Fin Curva < 1000,56.828,56.84
56-71,56,71,Recta,56.84,56.852
56-72,56,72,Recta,56.852,56.864
56-73,56,73,Recta,56.864,56.876
56-74,56,74,Recta,56.876,56.888
56-75,56,75,Recta,56.888,56.9
56-76,56,76,Recta,56.9,56.912
56-77,56,77,Recta,56.912,56.924
56-78,56,78,Recta,56.924,56.936
56-79,56,79,Recta,56.936,56.948
56-80,56,80,Recta,56.948,56.96
56-81,56,81,Recta,56.96,56.972
56-82,56,82,Recta,56.972,56.984
56-83,56,83,Recta,56.984,56.996
56-84,56,84,Recta,56.996,57.008
57-1,57,1,Recta,57.0,57.012
57-2,57,2,Recta,57.012,57.024
57-3,57,3,Recta,57.024,57.036
57-4,57,4,Recta,57.036,57.048
57-5,57,5,Recta,57.048,57.06
57-6,57,6,Recta,57.06,57.072
57-7,57,7,Recta,57.072,57.084
57-8,57,8,Recta,57.084,57.096
57-9,57,9,Recta,57.096,57.108
57-10,57,10,Recta,57.108,57.12
57-11,57,11,Recta,57.12,57.132
57-12,57,12,Recta,57.132,57.144
57-13,57,13,Recta,57.144,57.156
57-14,57,14,Recta,57.156,57.168
57-15,57,15,Recta,57.168,57.18
57-16,57,16,Recta,57.18,57.192
57-17,57,17,Recta,57.192,57.204
57-18,57,18,Recta,57.204,57.216
57-19,57,19,Recta,57.216,57.228
57-20,57,20,Recta,57.228,57.24
57-21,57,21,Recta,57.24,57.252
57-22,57,22,Recta,57.252,57.264
57-23,57,23,Recta,57.264,57.276
57-24,57,24,Recta,57.276,57.288
57-25,57,25,Recta,57.288,57.3
57-26,57,26,Recta,57.3,57.312
57-27,57,27,Recta,57.312,57.324
57-28,57,28,Recta,57.324,57.336
57-29,57,29,Recta,57.336,57.348
57-30,57,30,Recta,57.348,57.36
57-31,57,31,Recta,57.36,57.372
57-32,57,32,Recta,57.372,57.384
57-33,57,33,Recta,57.384,57.396
57-34,57,34,Recta,57.396,57.408
57-35,57,35,Recta,57.408,57.42
57-36,57,36,Recta,57.42,57.432
57-37,57,37,Recta,57.432,57.444
57-38,57,38,Recta,57.444,57.456
57-39,57,39,Recta,57.456,57.468
57-40,57,40,Recta,57.468,57.48
57-41,57,41,Recta,57.48,57.492
57-42,57,42,Recta,57.492,57.504
57-43,57,43,Recta,57.504,57.516
57-44,57,44,Recta,57.516,57.528
57-45,57,45,Recta,57.528,57.54
57-46,57,46,Recta,57.54,57.552
57-47,57,47,Recta,57.552,57.564
57-48,57,48,Recta,57.564,57.576
57-49,57,49,Recta,57.576,57.588
57-50,57,50,Recta,57.588,57.6
57-51,57,51,Recta,57.6,57.612
57-52,57,52,Recta,57.612,57.624
57-53,57,53,Recta,57.624,57.636
57-54,57,54,Recta,57.636,57.648
57-55,57,55,Recta,57.648,57.66
57-56,57,56,Recta,57.66,57.672
57-57,57,57,Recta,57.672,57.684
57-58,57,58,Recta,57.684,57.696
57-59,57,59,Recta,57.696,57.708
57-60,57,60,Recta,57.708,57.72
57-61,57,61,Recta,57.72,57.732
57-62,57,62,Recta,57.732,57.744
57-63,57,63,Recta,57.744,57.756
57-64,57,64,Recta,57.756,57.768
57-65,57,65,Recta,57.768,57.78
57-66,57,66,Recta,57.78,57.792
57-67,57,67,Recta,57.792,57.804
57-68,57,68,Recta,57.804,57.816
57-69,57,69,Recta,57.816,57.828
57-70,57,70,Recta,57.828,57.84
57-71,57,71,Recta,57.84,57.852
57-72,57,72,Recta,57.852,57.864
57-73,57,73,Recta,57.864,57.876
57-74,57,74,Recta,57.876,57.888
57-75,57,75,Recta,57.888,57.9
57-76,57,76,Recta,57.9,57.912
57-77,57,77,Recta,57.912,57.924
57-78,57,78,Recta,57.924,57.936
57-79,57,79,Recta,57.936,57.948
57-80,57,80,Recta,57.948,57.96
57-81,57,81,Recta,57.96,57.972
57-82,57,82,Recta,57.972,57.984
57-83,57,83,Recta,57.984,57.996
57-84,57,84,Recta,57.996,58.008
58-1,58,1,Recta,58.0,58.012
58-2,58,2,Recta,58.012,58.024
58-3,58,3,Recta,58.024,58.036
58-4,58,4,Recta,58.036,58.048
58-5,58,5,Recta,58.048,58.06
58-6,58,6,Recta,58.06,58.072
58-7,58,7,Recta,58.072,58.084
58-8,58,8,Recta,58.084,58.096
58-9,58,9,Recta,58.096,58.108
58-10,58,10,Recta,58.108,58.12
58-11,58,11,Recta,58.12,58.132
58-12,58,12,Recta,58.132,58.144
58-13,58,13,Recta,58.144,58.156
58-14,58,14,Recta,58.156,58.168
58-15,58,15,Recta,58.168,58.18
58-16,58,16,Recta,58.18,58.192
58-17,58,17,Recta,58.192,58.204
58-18,58,18,Recta,58.204,58.216
58-19,58,19,Recta,58.216,58.228
58-20,58,20,Recta,58.228,58.24
58-21,58,21,Recta,58.24,58.252
58-22,58,22,Recta,58.252,58.264
58-23,58,23,Recta,58.264,58.276
58-24,58,24,Recta,58.276,58.288
58-25,58,25,Recta,58.288,58.3
58-26,58,26,Recta,58.3,58.312
58-27,58,27,Recta,58.312,58.324
58-28,58,28,Recta,58.324,58.336
58-29,58,29,Recta,58.336,58.348
58-30,58,30,Recta,58.348,58.36
58-31,58,31,Recta,58.36,58.372
58-32,58,32,Recta,58.372,58.384
58-33,58,33,Recta,58.384,58.396
58-34,58,34,Recta,58.396,58.408
58-35,58,35,Recta,58.408,58.42
58-36,58,36,Recta,58.42,58.432
58-37,58,37,Recta,58.432,58.444
58-38,58,38,Recta,58.444,58.456
58-39,58,39,Recta,58.456,58.468
58-40,58,40,Recta,58.468,58.48
58-41,58,41,Recta,58.48,58.492
58-42,58,42,Recta,58.492,58.504
58-43,58,43,Recta,58.504,58.516
58-44,58,44,Recta,58.516,58.528
58-45,58,45,Recta,58.528,58.54
58-46,58,46,Recta,58.54,58.552
58-47,58,47,Recta,58.552,58.564
58-48,58,48,Recta,58.564,58.576
58-49,58,49,Recta,58.576,58.588
58-50,58,50,Recta,58.588,58.6
58-51,58,51,Recta,58.6,58.612
58-52,58,52,Recta,58.612,58.624
58-53,58,53,Recta,58.624,58.636
58-54,58,54,Recta,58.636,58.648
58-55,58,55,Recta,58.648,58.66
58-56,58,56,Recta,58.66,58.672
58-57,58,57,Recta,58.672,58.684
58-58,58,58,Recta,58.684,58.696
58-59,58,59,Recta,58.696,58.708
58-60,58,60,Recta,58.708,58.72
58-61,58,61,Recta,58.72,58.732
58-62,58,62,Recta,58.732,58.744
58-63,58,63,Recta,58.744,58.756
58-64,58,64,Recta,58.756,58.768
58-65,58,65,Recta,58.768,58.78
58-66,58,66,Recta,58.78,58.792
58-67,58,67,Recta,58.792,58.804
58-68,58,68,Recta,58.804,58.816
58-69,58,69,Recta,58.816,58.828
58-70,58,70,Recta,58.828,58.84
58-71,58,71,Recta,58.84,58.852
58-72,58,72,Recta,58.852,58.864
58-73,58,73,Recta,58.864,58.876
58-74,58,74,Recta,58.876,58.888
58-75,58,75,Recta,58.888,58.9
58-76,58,76,Recta,58.9,58.912
58-77,58,77,Recta,58.912,58.924
58-78,58,78,Recta,58.924,58.936
58-79,58,79,Recta,58.936,58.948
58-80,58,80,Recta,58.948,58.96
58-81,58,81,Recta,58.96,58.972
58-82,58,82,Recta,58.972,58.984
58-83,58,83,Recta,58.984,58.996
58-84,58,84,Recta,58.996,59.008
59-1,59,1,Recta,59.0,59.012
59-2,59,2,Recta,59.012,59.024
59-3,59,3,Recta,59.024,59.036
59-4,59,4,Recta,59.036,59.048
59-5,59,5,Recta,59.048,59.06
59-6,59,6,Recta,59.06,59.072
59-7,59,7,Recta,59.072,59.084
59-8,59,8,Recta,59.084,59.096
59-9,59,9,Recta,59.096,59.108
59-10,59,10,Recta,59.108,59.12
59-11,59,11,Recta,59.12,59.132
59-12,59,12,Recta,59.132,59.144
59-13,59,13,Recta,59.144,59.156
59-14,59,14,Recta,59.156,59.168
59-15,59,15,Recta,59.168,59.18
59-16,59,16,Recta,59.18,59.192
59-17,59,17,Recta,59.192,59.204
59-18,59,18,Recta,59.204,59.216
59-19,59,19,Recta,59.216,59.228
59-20,59,20,Recta,59.228,59.24
59-21,59,21,Recta,59.24,59.252
59-22,59,22,Recta,59.252,59.264
59-23,59,23,Recta,59.264,59.276
59-24,59,24,Recta,59.276,59.288
59-25,59,25,Recta,59.288,59.3
59-26,59,26,Recta,59.3,59.312
59-27,59,27,Recta,59.312,59.324
59-28,59,28,Recta,59.324,59.336
59-29,59,29,Recta,59.336,59.348
59-30,59,30,Recta,59.348,59.36
59-31,59,31,Recta,59.36,59.372
59-32,59,32,Recta,59.372,59.384
59-33,59,33,Recta,59.384,59.396
59-34,59,34,Recta,59.396,59.408
59-35,59,35,Recta,59.408,59.42
59-36,59,36,Recta,59.42,59.432
59-37,59,37,Recta,59.432,59.444
59-38,59,38,Recta,59.444,59.456
59-39,59,39,Recta,59.456,59.468
59-40,59,40,Recta,59.468,59.48
59-41,59,41,Recta,59.48,59.492
59-42,59,42,Recta,59.492,59.504
59-43,59,43,Recta,59.504,59.516
59-44,59,44,Recta,59.516,59.528
59-45,59,45,Recta,59.528,59.54
59-46,59,46,Recta,59.54,59.552
59-47,59,47,Recta,59.552,59.564
59-48,59,48,Recta,59.564,59.576
59-49,59,49,Recta,59.576,59.588
59-50,59,50,Recta,59.588,59.6
59-51,59,51,Recta,59.6,59.612
59-52,59,52,Recta,59.612,59.624
59-53,59,53,Recta,59.624,59.636
59-54,59,54,Recta,59.636,59.648
59-55,59,55,Recta,59.648,59.66
59-56,59,56,Recta,59.66,59.672
59-57,59,57,Recta,59.672,59.684
59-58,59,58,Recta,59.684,59.696
59-59,59,59,Recta,59.696,59.708
59-60,59,60,Recta,59.708,59.72
59-61,59,61,Recta,59.72,59.732
59-62,59,62,Recta,59.732,59.744
59-63,59,63,Recta,59.744,59.756
59-64,59,64,Recta,59.756,59.768
59-65,59,65,Recta,59.768,59.78
59-66,59,66,Recta,59.78,59.792
59-67,59,67,Recta,59.792,59.804
59-68,59,68,Recta,59.804,59.816
59-69,59,69,Recta,59.816,59.828
59-70,59,70,Recta,59.828,59.84
59-71,59,71,Recta,59.84,59.852
59-72,59,72,Recta,59.852,59.864
59-73,59,73,Recta,59.864,59.876
59-74,59,74,Recta,59.876,59.888
59-75,59,75,Recta,59.888,59.9
59-76,59,76,Recta,59.9,59.912
59-77,59,77,Recta,59.912,59.924
59-78,59,78,Recta,59.924,59.936
59-79,59,79,Recta,59.936,59.948
59-80,59,80,Recta,59.948,59.96
59-81,59,81,Recta,59.96,59.972
59-82,59,82,Recta,59.972,59.984
59-83,59,83,Recta,59.984,59.996
59-84,59,84,Recta,59.996,60.008
59-85,59,85,Recta,60.008,60.02
59-86,59,86,Recta,60.02,60.032
59-87,59,87,Recta,60.032,60.044
60-1,60,1,Recta,60.0,60.012
60-2,60,2,Recta,60.012,60.024
60-3,60,3,Recta,60.024,60.036
60-4,60,4,Recta,60.036,60.048
60-5,60,5,Recta,60.048,60.06
60-6,60,6,Recta,60.06,60.072
60-7,60,7,Recta,60.072,60.084
60-8,60,8,Principio Curva > 1000,60.084,60.096
60-9,60,9,Curva > 1000,60.096,60.108
60-10,60,10,Principio Curva Circular > 1000,60.108,60.12
60-11,60,11,Curva > 1000,60.12,60.132
60-12,60,12,Curva > 1000,60.132,60.144
60-13,60,13,Curva > 1000,60.144,60.156
60-14,60,14,Curva > 1000,60.156,60.168
60-15,60,15,Curva > 1000,60.168,60.18
60-16,60,16,Curva > 1000,60.18,60.192
60-17,60,17,Curva > 1000,60.192,60.204
60-18,60,18,Curva > 1000,60.204,60.216
60-19,60,19,Curva > 1000,60.216,60.228
60-20,60,20,Curva > 1000,60.228,60.24
60-21,60,21,Curva > 1000,60.24,60.252
60-22,60,22,Curva > 1000,60.252,60.264
60-23,60,23,Curva > 1000,60.264,60.276
60-24,60,24,Curva > 1000,60.276,60.288
60-25,60,25,Curva > 1000,60.288,60.3
60-26,60,26,Curva > 1000,60.3,60.312
60-27,60,27,Curva > 1000,60.312,60.324
60-28,60,28,Curva > 1000,60.324,60.336
60-29,60,29,Curva > 1000,60.336,60.348
60-30,60,30,Curva > 1000,60.348,60.36
60-31,60,31,Fin Curva Circular > 1000,60.36,60.372
60-32,60,32,Curva > 1000,60.372,60.384
60-33,60,33,Fin Curva > 1000,60.384,60.396
60-34,60,34,Recta,60.396,60.408
60-35,60,35,Recta,60.408,60.42
60-36,60,36,Recta,60.42,60.432
60-37,60,37,Recta,60.432,60.444
60-38,60,38,Recta,60.444,60.456
60-39,60,39,Recta,60.456,60.468
60-40,60,40,Recta,60.468,60.48
60-41,60,41,Recta,60.48,60.492
60-42,60,42,Recta,60.492,60.504
60-43,60,43,Recta,60.504,60.516
60-44,60,44,Recta,60.516,60.528
60-45,60,45,Recta,60.528,60.54
60-46,60,46,Recta,60.54,60.552
60-47,60,47,Recta,60.552,60.564
60-48,60,48,Recta,60.564,60.576
60-49,60,49,Recta,60.576,60.588
60-50,60,50,Recta,60.588,60.6
60-51,60,51,Recta,60.6,60.612
60-52,60,52,Recta,60.612,60.624
60-53,60,53,Recta,60.624,60.636
60-54,60,54,Recta,60.636,60.648
60-55,60,55,Recta,60.648,60.66
60-56,60,56,Recta,60.66,60.672
60-57,60,57,Recta,60.672,60.684
60-58,60,58,Recta,60.684,60.696
60-59,60,59,Recta,60.696,60.708
60-60,60,60,Recta,60.708,60.72
60-61,60,61,Recta,60.72,60.732
60-62,60,62,Recta,60.732,60.744
60-63,60,63,Recta,60.744,60.756
60-64,60,64,Recta,60.756,60.768
60-65,60,65,Recta,60.768,60.78
60-66,60,66,Recta,60.78,60.792
60-67,60,67,Recta,60.792,60.804
60-68,60,68,Recta,60.804,60.816
60-69,60,69,Recta,60.816,60.828
60-70,60,70,Recta,60.828,60.84
60-71,60,71,Recta,60.84,60.852
60-72,60,72,Recta,60.852,60.864
60-73,60,73,Recta,60.864,60.876
60-74,60,74,Recta,60.876,60.888
60-75,60,75,Recta,60.888,60.9
60-76,60,76,Recta,60.9,60.912
60-77,60,77,Recta,60.912,60.924
60-78,60,78,Recta,60.924,60.936
60-79,60,79,Recta,60.936,60.948
60-80,60,80,Recta,60.948,60.96
60-81,60,81,Recta,60.96,60.972
60-82,60,82,Recta,60.972,60.984
60-83,60,83,Recta,60.984,60.996
60-84,60,84,Recta,60.996,61.008
61-1,61,1,Recta,61.0,61.012
61-2,61,2,Recta,61.012,61.024
61-3,61,3,Recta,61.024,61.036
61-4,61,4,Recta,61.036,61.048
61-5,61,5,Recta,61.048,61.06
61-6,61,6,Recta,61.06,61.072
61-7,61,7,Recta,61.072,61.084
61-8,61,8,Recta,61.084,61.096
61-9,61,9,Recta,61.096,61.108
61-10,61,10,Recta,61.108,61.12
61-11,61,11,Recta,61.12,61.132
61-12,61,12,Recta,61.132,61.144
61-13,61,13,Recta,61.144,61.156
61-14,61,14,Recta,61.156,61.168
61-15,61,15,Recta,61.168,61.18
61-16,61,16,Recta,61.18,61.192
61-17,61,17,Recta,61.192,61.204
61-18,61,18,Recta,61.204,61.216
61-19,61,19,Recta,61.216,61.228
61-20,61,20,Recta,61.228,61.24
61-21,61,21,Recta,61.24,61.252
61-22,61,22,Recta,61.252,61.264
61-23,61,23,Recta,61.264,61.276
61-24,61,24,Recta,61.276,61.288
61-25,61,25,Recta,61.288,61.3
61-26,61,26,Recta,61.3,61.312
61-27,61,27,Recta,61.312,61.324
61-28,61,28,Recta,61.324,61.336
61-29,61,29,Recta,61.336,61.348
61-30,61,30,Recta,61.348,61.36
61-31,61,31,Recta,61.36,61.372
61-32,61,32,Recta,61.372,61.384
61-33,61,33,Recta,61.384,61.396
61-34,61,34,Recta,61.396,61.408
61-35,61,35,Recta,61.408,61.42
61-36,61,36,Recta,61.42,61.432
61-37,61,37,Recta,61.432,61.444
61-38,61,38,Recta,61.444,61.456
61-39,61,39,Recta,61.456,61.468
61-40,61,40,Recta,61.468,61.48
61-41,61,41,Recta,61.48,61.492
61-42,61,42,Recta,61.492,61.504
61-43,61,43,Recta,61.504,61.516
61-44,61,44,Recta,61.516,61.528
61-45,61,45,Recta,61.528,61.54
61-46,61,46,Recta,61.54,61.552
61-47,61,47,Recta,61.552,61.564
61-48,61,48,Recta,61.564,61.576
61-49,61,49,Recta,61.576,61.588
61-50,61,50,Recta,61.588,61.6
61-51,61,51,Recta,61.6,61.612
61-52,61,52,Recta,61.612,61.624
61-53,61,53,Recta,61.624,61.636
61-54,61,54,Recta,61.636,61.648
61-55,61,55,Recta,61.648,61.66
61-56,61,56,Recta,61.66,61.672
61-57,61,57,Recta,61.672,61.684
61-58,61,58,Recta,61.684,61.696
61-59,61,59,Recta,61.696,61.708
61-60,61,60,Recta,61.708,61.72
61-61,61,61,Recta,61.72,61.732
61-62,61,62,Recta,61.732,61.744
61-63,61,63,Recta,61.744,61.756
61-64,61,64,Recta,61.756,61.768
61-65,61,65,Recta,61.768,61.78
61-66,61,66,Recta,61.78,61.792
61-67,61,67,Recta,61.792,61.804
61-68,61,68,Recta,61.804,61.816
61-69,61,69,Principio Curva < 1000,61.816,61.828
61-70,61,70,Curva < 1000,61.828,61.84
61-71,61,71,Curva < 1000,61.84,61.852
61-72,61,72,Curva < 1000,61.852,61.864
61-73,61,73,Curva < 1000,61.864,61.876
61-74,61,74,Curva < 1000,61.876,61.888
61-75,61,75,Curva < 1000,61.888,61.9
61-76,61,76,Principio Curva Circular < 1000,61.9,61.912
61-77,61,77,Curva < 1000,61.912,61.924
61-78,61,78,Curva < 1000,61.924,61.936
61-79,61,79,Curva < 1000,61.936,61.948
61-80,61,80,Curva < 1000,61.948,61.96
61-81,61,81,Curva < 1000,61.96,61.972
